text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
too much delay staff avoiding delivery,0,0,0,delay,0
right time delivery proper manner,1,1,4,fallback_support,1
minimal calls,1,1,4,support,1
size issue exchange requested,1,0,7,refund,0
bluedart delivery boy very nice friendly behaviour,2,2,3,behaviour,2
havent received package yet,0,0,4,fallback_support,1
premium jacket quality excellent,2,2,4,fallback_support,2
bluedart delivery staff not deliver at my addresshe call me at other location which from my current addressi tell him that deliver at my current address then he say that your current address bluedart dont deliver at that location as well a say that if you dont come then submit this item in hdfc bank,0,0,4,support,1
great service overall,2,2,4,fallback_support,2
parcel misplaced warehouse pickup wasted day,0,0,4,fallback_support,1
my parcel not delivered kindly send me signature,1,0,4,fallback_support,0
last few deliveries seal open,0,0,4,fallback_support,1
delivery partner well behaved,2,2,4,fallback_support,2
parcel handed to unknown person urgent,0,0,4,fallback_support,1
good service in time delivery,2,2,4,fallback_support,2
delivery staff misbehaved while handling check book,0,0,3,behaviour,1
thanks for quick smooth delivery,2,2,4,fallback_support,2
quality not well,0,0,4,fallback_support,1
good service by ankit,2,2,4,fallback_support,2
very fast delivery,2,2,4,fallback_support,2
product damaged in transit,1,0,2,damage_lost,0
delivery extremely late,1,0,0,delay,0
everything was good staff behaviour nice,2,2,3,behaviour,2
very late delivery false report of premise close whereas no delivery attempt for last two day,0,0,0,delay,0
very very bad experience with bluedart,0,0,4,fallback_support,0
We are proud to have joined IDFC Bank first of its kind excellent experience,2,2,4,fallback_support,2
agency not recommended insufficient staff,0,0,4,fallback_support,1
delivery date confusion,1,1,4,fallback_support,1
change product,1,1,4,fallback_support,1
perfume packaging damaged and disappointing,0,0,2,damage_lost,0
courier receive nov but daily out for delivery,0,0,4,fallback_support,1
thanks for timely delivery,2,2,4,fallback_support,2
good enough,2,2,4,fallback_support,2
parcel not delivered to named recipient,1,0,4,fallback_support,0
very fast accurate delivery,2,2,4,fallback_support,2
order l size delivery size,1,1,4,fallback_support,1
minimum deposit amount should be reduced,1,1,4,fallback_support,1
sender fraud,0,0,4,fallback_support,1
return order link needed,1,1,7,refund,1
cannot receive my parcel,0,0,4,fallback_support,1
executive never attempted delivery and falsely updated status,0,0,4,fallback_support,1
very bad product,1,0,4,fallback_support,0
no complaints good service,2,2,4,support,0
return request,1,1,7,refund,1
very disappointed delivery delay,0,0,0,delay,0
good behaviour and polite communication,2,2,3,behaviour,2
fraud product received online,0,0,4,fallback_support,1
received call,1,1,4,support,1
bad service no responsibility,0,0,4,fallback_support,0
no delivery attempt made had to collect from hub,0,0,4,fallback_support,1
item missing,0,0,2,damage_lost,0
wonderful banking experience with idfc,2,2,4,fallback_support,2
hassle free on time delivery,2,2,4,fallback_support,2
inform customer before delivery time slot,1,1,4,fallback_support,1
one of my item missing,1,0,2,damage_lost,0
fast delivery and good interaction,2,2,4,fallback_support,2
already opened box,1,1,4,fallback_support,1
good delivery boy polite,2,2,4,fallback_support,2
late service despite urgent charges,1,0,0,delay,0
service good no issues,2,0,4,fallback_support,0
unable to receive call but delivery completed,1,1,4,support,1
package delivered to wrong address,0,0,1,wrong_delivery,0
product delivered to wrong office,1,0,1,wrong_delivery,0
raise complaint because wrong order received please refund amount,0,0,7,refund,0
delivery partner not professional gave unsolicited advice and argued with customer,0,0,3,behaviour,2
he take more from me want my money back it delivery guy who lie take money from bludart,0,0,7,refund,0
service very poor,0,0,4,fallback_support,0
transparent which reason item cant deliver,1,1,4,fallback_support,1
delivery took too long despite nearby centre,1,1,4,fallback_support,1
well done,1,1,4,fallback_support,2
received order at bluedart pickup point,1,1,4,fallback_support,1
please share agreement letter,1,1,4,fallback_support,1
you very good,2,2,4,fallback_support,2
nearby shop delivery via otp forced bad service,1,0,4,fallback_support,0
undue delay no communication,0,0,0,delay,0
not my courier fraud message received,0,0,4,fallback_support,1
awesome product experience,2,2,4,fallback_support,2
wonderful experience,2,2,4,fallback_support,2
damaged package signs of tampering,0,0,2,damage_lost,0
bank atm related shipment mention,1,0,0,delay,0
we want return order need contact number,1,1,7,refund,1
product not received marked delivered,0,0,2,damage_lost,0
nothing delivered today despite approval,0,0,4,fallback_support,1
excellent job,1,2,4,fallback_support,2
didnt fuck recieved it,0,0,4,fallback_support,1
this replacement order delivered earlier box was completely open and wrong product was delivered,0,0,7,refund,0
delivery boy very helpful nice behaviour,2,2,3,behaviour,2
scammed want refund,0,0,7,refund,0
quality feedback,1,1,6,pricing,1
packet marked delivered but not received no call no otp,0,0,2,damage_lost,0
horrible service experience,0,0,4,fallback_support,1
service always vgood with customer convenience approach,2,2,4,fallback_support,2
irresponsible service will not recommend,0,0,4,fallback_support,1
want to contact support,1,1,4,support,1
delivery person insisted alternate delivery location,1,1,4,fallback_support,1
damaged product need return sender details missing,0,0,2,damage_lost,0
delivery partner number should be shared,1,1,4,fallback_support,1
order delivered late ruined occasion,0,0,0,delay,0
wrong person delivery,0,0,4,fallback_support,0
parcel not delivered at home no call made,1,0,3,behaviour,0
halfway delivery asked to collect myself,0,0,4,fallback_support,1
received wrong product,1,0,4,fallback_support,0
delivery not attempted phone not picked,0,0,0,delay,0
sound quality not good,0,0,4,fallback_support,2
thanks great,2,2,4,fallback_support,2
very rude customer care and poor delivery,0,0,3,behaviour,0
please deliver my passbook properly,1,1,4,fallback_support,1
awesome delevery experience,2,2,4,fallback_support,2
item fully damaged not usable,0,0,2,damage_lost,0
delivery service very poor in my pincode,0,0,4,fallback_support,0
not receive my order even after speak delivery guy ask him deliver it on th nov even since no one available receive parcel,0,0,4,fallback_support,1
not received order please ensure delivery,1,1,2,damage_lost,0
not yet deliver in expected date,1,1,4,fallback_support,1
left box at pg entrance,1,1,4,fallback_support,1
bad experience wrong item delivered,0,0,4,fallback_support,0
thank you so much,2,2,4,fallback_support,2
want return product ordered casio got local watch,1,1,7,refund,1
not properly packed bottle leak,0,0,2,damage_lost,0
security delivery not doorstep,1,1,4,fallback_support,1
did not receive product but marked delivered,0,0,2,damage_lost,0
delivery boy took money refund not given,0,0,7,refund,0
item not delivered at given address,0,0,4,fallback_support,0
You could add more account types with lower MAB also. Otherwise good so far.,2,2,4,fallback_support,2
delivery person asked me to collect parcel from his location,0,0,4,fallback_support,1
not receive packet or kitwho irshad who consignment deliver,1,1,5,tracking,1
so happy,2,2,4,fallback_support,2
delivery good though slower than amazon flipkart,2,2,4,fallback_support,2
credit card pin delivered to watchman security issue,1,0,4,fallback_support,0
name spelled incorrectly on parcel,1,1,4,fallback_support,0
Great delivery guy smooth process,2,2,4,fallback_support,2
good attitude,2,2,4,fallback_support,2
rating only for delivery person,1,1,4,fallback_support,1
thank you for delivering my awaited item on time in good condition,2,2,4,fallback_support,2
great service delivery on time,2,2,4,fallback_support,2
reliable service but no strong feedback,1,1,6,pricing,1
lalit kumar handled shipment well,1,1,4,fallback_support,1
order delivered very late but service ok,1,0,0,delay,0
accuracy good,1,2,4,fallback_support,2
nothing much requiredall good,2,2,4,fallback_support,2
share proof of delivery,1,1,4,fallback_support,1
not deliver on time,0,0,4,fallback_support,2
faster delivery bluedart service,2,2,4,fallback_support,2
very rude delivery boy,0,0,3,behaviour,0
package delayed without any information,1,0,0,delay,0
courier not deliver my home have reach courier office n get package,0,0,4,fallback_support,1
The delivery was on time. And tracking details were given on time,2,2,5,tracking,1
very rude unprofessional delivery man,0,0,3,behaviour,0
please improve delivery time,1,1,4,fallback_support,1
too late delivery,0,0,0,delay,0
no shipment deliver please update,1,1,4,fallback_support,1
signature taken but item not delivered,1,0,4,fallback_support,0
order not delivered delivery agent failed,0,0,4,fallback_support,0
delivery feedback,1,1,6,pricing,1
behaviour of employee so good,1,2,3,behaviour,2
used product received want return,0,0,7,refund,0
im at home no delivery person came no parcel received,1,1,4,fallback_support,1
fast delivery service,1,1,4,fallback_support,2
schedule delivery time in advance,1,1,4,fallback_support,1
excellent experience,2,2,4,fallback_support,2
give delivery person mobile number,1,1,4,fallback_support,1
forced pickup due to false refusal remark,0,0,4,fallback_support,1
good prompt service,2,2,4,fallback_support,2
return requested not satisfied,0,0,7,refund,1
delivery boy very bad,0,0,4,fallback_support,0
reliable service,2,2,4,fallback_support,2
delivery to wrong person,1,0,4,fallback_support,0
delivery person left bank card outside house without notification,0,0,4,fallback_support,1
ordered one product but received another,1,1,4,fallback_support,1
product changed please replace,0,0,4,fallback_support,1
second parcel via blue dart,1,1,4,fallback_support,1
excellent communication,2,2,4,fallback_support,2
courier boy did not come to door asked to come outside,1,1,4,fallback_support,1
not dileverd on time every time please look at this important problem,0,0,4,fallback_support,0
wrong product poor quality,0,0,4,fallback_support,0
fast reliable delivery service,2,2,4,fallback_support,2
remaining order missing,1,0,4,fallback_support,0
delivery person argued and forced me to arrange cash unacceptable behaviour,0,0,3,behaviour,1
card not delivered but marked delivered,0,0,4,fallback_support,0
super delivery boy good,2,2,4,fallback_support,2
dont know who mohan havent receive shipment,1,1,4,fallback_support,1
not delivered at home,0,0,4,fallback_support,0
punctuality concern,1,1,4,fallback_support,1
very disappointed courier staff behaviour,0,0,3,behaviour,1
good could well with timing,1,2,4,fallback_support,2
very kind and helpful person,2,2,4,fallback_support,2
waited patiently for customer,1,1,4,fallback_support,1
delivery boy rude and unprofessional during delivery,0,0,3,behaviour,0
delivery boy late,0,0,0,delay,0
fake delivery attempt reported,0,0,4,fallback_support,0
they take extra money,0,0,4,fallback_support,1
carry on,1,1,4,fallback_support,1
packaging broken not satisfied,0,0,2,damage_lost,0
