text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
osam,1,1,4,fallback_support,1,0,0
seamless banking process zero balance and app improvement suggestion,1,1,4,fallback_support,1,0,0
exchange requested not satisfied,1,1,7,refund,1,1,0
order yet to be delivered,1,1,4,fallback_support,1,0,0
package not delivered,0,0,4,fallback_support,0,3,2
nice experience,1,2,4,fallback_support,2,0,0
site report that delivery center,1,1,4,fallback_support,1,0,0
fast reliable service,2,2,4,fallback_support,2,1,0
very bad experience,0,0,4,fallback_support,0,3,2
forced to collect parcel due to lack of transport at neelambur office repeated false updates unacceptable service,0,0,4,fallback_support,1,0,1
address delivery failed network issue poor service,0,0,0,delay,0,3,2
prompt polite delivery appreciated,2,2,4,fallback_support,2,1,0
different product received scam,0,0,4,fallback_support,1,4,3
address incorrectly marked despite successful past deliveries,1,1,4,fallback_support,0,0,0
delivery delay and rude staff behaviour,0,0,0,delay,0,3,2
courier boy not talk,1,1,4,fallback_support,1,0,0
premium service expectation not met,1,1,4,fallback_support,1,0,0
still not received very bad service,0,0,2,damage_lost,0,4,3
worst courier service in surat,0,0,4,fallback_support,0,3,2
late delivery very rd class service delivery not door door service delivery boy say take your parcel near by location not deliver at adress,0,0,0,delay,0,3,2
I have not received this parcel but it shows that I have received it,1,1,2,damage_lost,0,0,0
not satisfied customer care not responding,0,0,4,support,2,1,1
parcel already reached city but not delivered,1,0,4,fallback_support,0,0,0
delivery person handed product to someone else,0,0,4,fallback_support,1,0,1
Communication with customer is not good in kothapet branch ,0,0,4,fallback_support,2,1,1
received parcel on time,1,1,4,fallback_support,2,0,0
false consignee unavailable status updated without contact forced office pickup,0,0,4,support,1,0,1
delivery took too much time,1,1,4,fallback_support,1,0,0
forced self pickup despite paying delivery charges,0,0,4,fallback_support,1,0,1
fast service hdfc bank,1,1,4,fallback_support,2,0,0
dilivery boy nahi aana chahte hain bolte hain galat pin code hai aapka lekin aisa nahi haihamesa kosis karte hain otp mangne ka or order cancel kar dete hain lekin ish baar mai bahut samjhai tab ja kar aaye or phir bahana bana rahe please consider this problem,1,0,4,fallback_support,0,0,0
do not want this,1,1,4,fallback_support,1,0,0
did not get parcel,0,0,4,fallback_support,1,0,1
very bed service,1,1,4,fallback_support,1,0,0
prediction date not accurate but service good,2,2,4,fallback_support,2,1,0
good performance,2,2,4,fallback_support,2,1,0
on time good delivery,2,2,4,fallback_support,2,1,0
return parcel bad smell,0,0,7,refund,0,4,3
delivered to landmark instead of address,1,1,4,fallback_support,1,0,0
need delivery person contact number,1,1,4,support,1,0,0
material poor need return,0,0,7,refund,0,4,3
well mannered behaviour,1,1,3,behaviour,1,0,0
order parcel of r while order pay r but at time of delivery he ask r deny for pay but he say that then cancel your order not deliver your order,0,0,4,fallback_support,1,0,1
courier boy rude behaviour unacceptable,0,0,3,behaviour,0,3,2
excellent delivery happy to receive this shipment,2,2,4,fallback_support,2,1,0
card delivery failed and marked delivered,0,0,0,delay,0,3,2
prepaid order marked delivered but not received agent unreachable,0,0,2,damage_lost,0,4,3
very pleased parcel arrived safe,2,2,4,fallback_support,2,1,0
get msg that it deliver today morning but get product by pm,0,0,4,fallback_support,1,0,1
delivery boy lacks manners,1,1,4,fallback_support,1,0,0
quality mismatch from images,0,0,4,fallback_support,1,0,1
good keep it up,2,2,4,fallback_support,2,1,0
order not delivered,0,0,4,fallback_support,0,3,2
consignment not delivered but status shows delivered,1,0,5,tracking,0,0,1
shipment not received yet,0,0,2,damage_lost,0,4,3
your service is very good,2,2,4,fallback_support,2,1,0
pickup and dispatch too slow,0,0,4,fallback_support,1,0,1
excellent delivery experience,2,2,4,fallback_support,2,1,0
delivery agent falsely marked not available,0,0,4,fallback_support,1,0,1
packet stuck at center since Wednesday,1,1,4,fallback_support,0,0,0
fake item received,1,1,4,fallback_support,0,0,0
very nice service,2,2,4,fallback_support,2,1,0
overall good but need agent phone number in advance,1,2,4,fallback_support,2,1,0
wrong product delivered fake item,0,0,4,fallback_support,0,3,2
not yet delivered,1,1,4,fallback_support,1,0,0
delayed four days collected from store,0,0,0,delay,0,3,2
try delivering at correct address,1,1,4,fallback_support,1,0,0
delivery refused to come upstairs,1,1,4,fallback_support,1,0,0
please inform at least one hour before delivery,1,1,4,fallback_support,1,0,0
delivery not make at give address even without call reach at address status be show that consignee not available once call make receive parcel from store come store receive parcel bad service,0,0,4,support,0,3,2
delivery marked out but never arrived,0,0,4,fallback_support,1,0,1
need delivery agent contact number,1,1,4,support,1,0,0
shipment not delivered had to collect personally,1,0,4,fallback_support,0,0,0
nice experience overall,2,2,4,fallback_support,2,1,0
delivery complete shown but not received,1,1,2,damage_lost,0,0,0
bank envelope misplaced,0,0,4,fallback_support,1,0,1
delivery person well mannered give me full change without any excuse,2,2,4,fallback_support,2,1,0
wrong colour received,1,0,4,fallback_support,0,0,0
deliver product asap,1,1,4,fallback_support,1,0,0
delivery person honest returned full change,2,2,7,refund,1,0,0
good safe fast,2,2,4,fallback_support,2,1,0
excellent service overall,2,2,4,fallback_support,2,1,0
payment issue amount collected wrongly,1,0,6,pricing,0,0,0
Worst video kyc process,0,0,4,fallback_support,0,3,2
incorrect order received,0,0,4,fallback_support,0,3,2
good experience nothing to add,2,2,4,fallback_support,2,1,0
nothing needs to be changed,2,2,4,fallback_support,2,1,0
associate demanded extra money rude behaviour,0,0,3,behaviour,0,3,2
misleading customer unacceptable behaviour,1,1,3,behaviour,1,0,0
kind of approach behaviour not up mark he should be polite not arrogant even under pressure,1,1,3,behaviour,2,0,0
delivery contact number required,1,1,4,support,1,0,0
product quality bad,0,0,4,fallback_support,0,3,2
good service delivered on time,2,2,4,fallback_support,2,1,0
nice delivery boy,2,2,4,fallback_support,2,1,0
trustworthy courier partner always on time,2,2,4,fallback_support,2,1,0
did not receive parcel at all,0,0,2,damage_lost,0,4,3
no idea,1,1,4,fallback_support,1,0,0
delivery timeline unclear no response,0,0,4,support,0,3,2
deliver all order together instead separately,1,1,4,fallback_support,1,0,0
very nice good person,2,2,4,fallback_support,2,1,0
good delivery boy behaviour,2,2,3,behaviour,2,1,0
very good best service,2,2,4,fallback_support,2,1,0
impressed,2,2,4,fallback_support,2,1,0
very nice service keep it up,2,2,4,fallback_support,2,1,0
fake website wrong product received,0,0,4,fallback_support,0,3,2
great features compared to other banks,2,2,4,fallback_support,2,1,0
deliver item promptly after confirmation,1,1,4,fallback_support,2,0,0
want to return my parcel because it is defective,0,0,7,refund,0,4,3
not received shipment,1,1,2,damage_lost,0,0,0
delivery very late shipment not delivered no calls or delivery attempts,0,0,0,delay,0,3,2
best delivery boy service,2,2,4,fallback_support,2,1,0
product delivery delayed bad experience,0,0,0,delay,0,3,2
definitely,1,1,4,fallback_support,1,0,0
it was good delivery,2,2,4,fallback_support,2,1,0
didnt receive order,0,0,4,fallback_support,1,0,1
delivery safe and on time very happy,2,2,4,fallback_support,2,1,0
exilent,1,1,4,fallback_support,1,0,0
not delivered on time please share location,0,0,0,delay,0,3,2
Wodd Service Experience,1,1,4,fallback_support,1,0,0
fake product scam delivered,0,0,4,fallback_support,0,4,3
The person who delivered my card was exceptionally calm and patient,2,2,4,fallback_support,2,1,0
good service happy with delivery,2,2,4,fallback_support,2,1,0
your executive never deliver parcel my address,0,0,4,fallback_support,1,0,1
missing product in parcel,1,0,4,fallback_support,0,0,0
perfect product,2,2,4,fallback_support,2,1,0
area not serviceable delivery failed,0,0,0,delay,0,3,2
delivery agent very nice,2,2,4,fallback_support,2,1,0
scam totally got scammed,0,0,4,fallback_support,1,4,3
best work by team,2,2,4,fallback_support,2,1,0
shipment not received yet,1,1,2,damage_lost,0,0,0
bad way of navigating even talk customer wouldnt recommend it anyone,0,0,4,fallback_support,0,3,2
delivery agent should not shout customer name publicly,1,1,4,fallback_support,1,0,0
service best but charges expensive,1,1,4,fallback_support,1,0,0
delay in delivery,1,0,0,delay,0,2,2
delivery agent demanded money,0,0,4,fallback_support,1,0,1
best service ever with good delivery boy,2,2,4,fallback_support,2,1,0
no response had to go nearby location to collect parcel,0,0,4,support,0,3,2
did not receive order but status shows delivered,0,0,2,damage_lost,0,4,3
delivery staff humble and polite,2,2,4,fallback_support,2,1,0
promised delivery in hours took one day,0,0,4,fallback_support,1,0,1
"Bad service, delivery delayed",0,0,0,delay,0,3,2
package not received,0,0,2,damage_lost,0,4,3
Noo,1,1,4,fallback_support,1,0,0
delivery not received please verify,0,0,2,damage_lost,0,4,3
delivery boy rude and unprofessional behaviour,0,0,3,behaviour,0,3,2
door delivery not done had to visit warehouse,0,0,4,fallback_support,1,0,1
delivery person threw document without otp,0,0,4,fallback_support,1,0,1
not responsible,1,1,4,fallback_support,1,0,0
order deliver on time delivery agent understand instruction deliver right place,1,1,4,fallback_support,2,0,0
delivery guy polite,2,2,4,fallback_support,2,1,0
OTP shared but parcel not delivered fraud concern,0,0,4,fallback_support,0,4,3
delivery agent polite but delayed,1,0,0,delay,0,2,2
service disaster phone not answered,1,1,4,fallback_support,1,0,0
did not receive my product,0,0,2,damage_lost,0,4,3
package broken damaged,0,0,2,damage_lost,0,4,3
fake delivery nothing delivered,1,1,4,fallback_support,0,0,0
call before arrival request,1,1,4,support,1,0,0
parcel arrived one day early,2,2,4,fallback_support,2,1,0
delivery partner bad not cooperative at all,0,0,4,fallback_support,0,3,2
timely proper delivery,2,2,4,fallback_support,2,1,0
ok ok,1,1,4,fallback_support,1,0,0
havent receive courier,1,1,4,fallback_support,1,0,0
company track system need take care,1,1,5,tracking,1,0,1
partial order received,1,1,4,fallback_support,1,0,0
we use youf exemplary service keep it uo,1,1,4,fallback_support,1,0,0
courier guy didnt come door insisted pickup outside,0,0,4,fallback_support,1,0,1
excellent professional timely delivery satisfied,2,2,4,fallback_support,2,1,0
empty cardboard received,0,0,4,fallback_support,1,0,1
delivery discarded at wrong doorstep without call,0,0,4,support,0,3,2
product quality poor want return,0,0,7,refund,0,4,3
very late delivery service,0,0,0,delay,0,3,2
delivery executive rude parcel not delivered,0,0,3,behaviour,0,3,2
please update by call,1,1,4,support,1,0,0
did not get any delivery,0,0,4,fallback_support,1,0,1
delivery as promised,1,1,4,fallback_support,1,0,0
customer feedback account opening delay,1,0,0,delay,0,2,2
my package not deliver me where my parcel,0,0,4,fallback_support,1,0,1
not received courier but message shows delivered no call,1,1,2,damage_lost,0,0,0
great delivery by mr ratan,2,2,4,fallback_support,2,1,0
parcel deliver but not receive at give address nice communication good,1,2,4,fallback_support,2,1,0
excellent on time service,2,2,4,fallback_support,2,1,0
too much time taken,1,1,4,fallback_support,1,0,0
false reasons for delay repeated bad experience,0,0,0,delay,0,3,2
supar,1,1,4,fallback_support,1,0,0
delivered away from home address,1,1,4,fallback_support,1,0,0
it is perfect,2,2,4,fallback_support,2,1,0
very bad cloth quality,0,0,4,fallback_support,0,3,2
shipment delivered to unknown person without contact,1,1,4,support,1,0,0
v good delivery partner,2,2,4,fallback_support,2,1,0
worst service parcel kept at hub had to self collect,0,0,4,fallback_support,0,3,2
worst service product damaged leaked,0,0,2,damage_lost,0,4,3
missing items in parcel,1,0,2,damage_lost,0,0,0
no thanks,1,2,4,fallback_support,2,1,0
quick delivery good service,2,2,4,fallback_support,2,1,0
very poor irresponsible service,0,0,4,fallback_support,0,3,2
fake tracking entry by associate,0,0,5,tracking,0,3,2
package received safely polite delivery person,2,2,4,fallback_support,2,1,0
delivere experience very bad,0,0,4,fallback_support,0,3,2
received damaged product,0,0,2,damage_lost,0,4,3
rare polite and humble people appreciated,1,1,4,fallback_support,2,0,0
delivery person not well behave,0,0,4,fallback_support,1,0,1
parcel received safely though delayed acceptable,2,0,0,delay,0,0,0
excellent delivery,2,2,4,fallback_support,2,1,0
sahi time pe saman nahi jata hai,1,1,4,fallback_support,1,0,0
received wrong product please contact scam case,0,0,4,support,0,4,3
delivery delayed and not received yesterday very disappointed,0,0,2,damage_lost,0,4,3
insurance death cover suggestion,1,1,4,fallback_support,1,0,0
ordered something else received different item,1,1,4,fallback_support,1,0,0
worst service delivery agent did not respond or deliver to home address,0,0,4,fallback_support,0,3,2
Delivery of Debit Card was atrocious repeated false consignee not available reports and no resolution,0,0,4,fallback_support,1,0,1
order reached hub delivery agent did not contact rescheduled repeatedly had to collect item,0,0,3,behaviour,1,0,2
delivery agent behaviour good but very delayed,1,0,0,delay,0,2,2
item not delivered today,0,0,4,fallback_support,0,3,2
please return item,1,1,7,refund,1,0,0
item missing in delivery,0,0,2,damage_lost,0,4,3
partial order received refund requested,1,0,7,refund,1,0,0
on time delivery,1,1,4,fallback_support,2,0,0
parcel returned but credit points reduced,1,1,7,refund,1,0,0
delivery person polite found new address,1,1,4,fallback_support,2,0,0
courier not delivered to address,0,0,4,fallback_support,0,3,2
receive on time but minor request if possible then please share number of delivery person when package out for delivery,1,1,4,fallback_support,2,0,0
not same as shown in picture,0,0,4,fallback_support,1,0,1
delivery boy supportive and helpful,2,2,4,support,2,1,0
