text,sentiment,customer_intent,primary_aspect,aspect_flag
one of my item missing,1,0,2,damage_lost
fast delivery and good interaction,2,2,4,fallback_support
already opened box,1,1,4,fallback_support
good delivery boy polite,2,2,4,fallback_support
late service despite urgent charges,1,0,0,delay
service good no issues,2,0,4,fallback_support
unable to receive call but delivery completed,1,1,4,support
package delivered to wrong address,0,0,1,wrong_delivery
product delivered to wrong office,1,0,1,wrong_delivery
raise complaint because wrong order received please refund amount,0,0,7,refund
delivery partner not professional gave unsolicited advice and argued with customer,0,0,3,behaviour
he take more from me want my money back it delivery guy who lie take money from bludart,0,0,7,refund
service very poor,0,0,4,fallback_support
transparent which reason item cant deliver,1,1,4,fallback_support
delivery took too long despite nearby centre,1,1,4,fallback_support
well done,1,1,4,fallback_support
received order at bluedart pickup point,1,1,4,fallback_support
please share agreement letter,1,1,4,fallback_support
you very good,2,2,4,fallback_support
nearby shop delivery via otp forced bad service,1,0,4,fallback_support
undue delay no communication,0,0,0,delay
not my courier fraud message received,0,0,4,fallback_support
awesome product experience,2,2,4,fallback_support
wonderful experience,2,2,4,fallback_support
damaged package signs of tampering,0,0,2,damage_lost
bank atm related shipment mention,1,0,0,delay
we want return order need contact number,1,1,7,refund
product not received marked delivered,0,0,2,damage_lost
nothing delivered today despite approval,0,0,4,fallback_support
excellent job,1,2,4,fallback_support
didnt fuck recieved it,0,0,4,fallback_support
this replacement order delivered earlier box was completely open and wrong product was delivered,0,0,7,refund
delivery boy very helpful nice behaviour,2,2,3,behaviour
scammed want refund,0,0,7,refund
quality feedback,1,1,6,pricing
packet marked delivered but not received no call no otp,0,0,2,damage_lost
horrible service experience,0,0,4,fallback_support
service always vgood with customer convenience approach,2,2,4,fallback_support
irresponsible service will not recommend,0,0,4,fallback_support
want to contact support,1,1,4,support
delivery person insisted alternate delivery location,1,1,4,fallback_support
damaged product need return sender details missing,0,0,2,damage_lost
delivery partner number should be shared,1,1,4,fallback_support
order delivered late ruined occasion,0,0,0,delay
wrong person delivery,0,0,4,fallback_support
parcel not delivered at home no call made,1,0,3,behaviour
halfway delivery asked to collect myself,0,0,4,fallback_support
received wrong product,1,0,4,fallback_support
delivery not attempted phone not picked,0,0,0,delay
sound quality not good,0,0,4,fallback_support
thanks great,2,2,4,fallback_support
very rude customer care and poor delivery,0,0,3,behaviour
please deliver my passbook properly,1,1,4,fallback_support
awesome delevery experience,2,2,4,fallback_support
item fully damaged not usable,0,0,2,damage_lost
delivery service very poor in my pincode,0,0,4,fallback_support
not receive my order even after speak delivery guy ask him deliver it on th nov even since no one available receive parcel,0,0,4,fallback_support
not received order please ensure delivery,1,1,2,damage_lost
not yet deliver in expected date,1,1,4,fallback_support
left box at pg entrance,1,1,4,fallback_support
bad experience wrong item delivered,0,0,4,fallback_support
thank you so much,2,2,4,fallback_support
want return product ordered casio got local watch,1,1,7,refund
not properly packed bottle leak,0,0,2,damage_lost
security delivery not doorstep,1,1,4,fallback_support
did not receive product but marked delivered,0,0,2,damage_lost
delivery boy took money refund not given,0,0,7,refund
item not delivered at given address,0,0,4,fallback_support
You could add more account types with lower MAB also. Otherwise good so far.,2,2,4,fallback_support
delivery person asked me to collect parcel from his location,0,0,4,fallback_support
not receive packet or kitwho irshad who consignment deliver,1,1,5,tracking
so happy,2,2,4,fallback_support
delivery good though slower than amazon flipkart,2,2,4,fallback_support
credit card pin delivered to watchman security issue,1,0,4,fallback_support
name spelled incorrectly on parcel,1,1,4,fallback_support
Great delivery guy smooth process,2,2,4,fallback_support
good attitude,2,2,4,fallback_support
rating only for delivery person,1,1,4,fallback_support
thank you for delivering my awaited item on time in good condition,2,2,4,fallback_support
great service delivery on time,2,2,4,fallback_support
reliable service but no strong feedback,1,1,6,pricing
lalit kumar handled shipment well,1,1,4,fallback_support
order delivered very late but service ok,1,0,0,delay
accuracy good,1,2,4,fallback_support
nothing much requiredall good,2,2,4,fallback_support
share proof of delivery,1,1,4,fallback_support
not deliver on time,0,0,4,fallback_support
faster delivery bluedart service,2,2,4,fallback_support
very rude delivery boy,0,0,3,behaviour
package delayed without any information,1,0,0,delay
courier not deliver my home have reach courier office n get package,0,0,4,fallback_support
The delivery was on time. And tracking details were given on time,2,2,5,tracking
very rude unprofessional delivery man,0,0,3,behaviour
please improve delivery time,1,1,4,fallback_support
too late delivery,0,0,0,delay
no shipment deliver please update,1,1,4,fallback_support
signature taken but item not delivered,1,0,4,fallback_support
order not delivered delivery agent failed,0,0,4,fallback_support
delivery feedback,1,1,6,pricing
behaviour of employee so good,1,2,3,behaviour
used product received want return,0,0,7,refund
im at home no delivery person came no parcel received,1,1,4,fallback_support
fast delivery service,1,1,4,fallback_support
schedule delivery time in advance,1,1,4,fallback_support
excellent experience,2,2,4,fallback_support
give delivery person mobile number,1,1,4,fallback_support
forced pickup due to false refusal remark,0,0,4,fallback_support
good prompt service,2,2,4,fallback_support
return requested not satisfied,0,0,7,refund
delivery boy very bad,0,0,4,fallback_support
reliable service,2,2,4,fallback_support
delivery to wrong person,1,0,4,fallback_support
delivery person left bank card outside house without notification,0,0,4,fallback_support
ordered one product but received another,1,1,4,fallback_support
product changed please replace,0,0,4,fallback_support
second parcel via blue dart,1,1,4,fallback_support
excellent communication,2,2,4,fallback_support
courier boy did not come to door asked to come outside,1,1,4,fallback_support
not dileverd on time every time please look at this important problem,0,0,4,fallback_support
wrong product poor quality,0,0,4,fallback_support
fast reliable delivery service,2,2,4,fallback_support
remaining order missing,1,0,4,fallback_support
delivery person argued and forced me to arrange cash unacceptable behaviour,0,0,3,behaviour
card not delivered but marked delivered,0,0,4,fallback_support
super delivery boy good,2,2,4,fallback_support
dont know who mohan havent receive shipment,1,1,4,fallback_support
not delivered at home,0,0,4,fallback_support
punctuality concern,1,1,4,fallback_support
very disappointed courier staff behaviour,0,0,3,behaviour
good could well with timing,1,2,4,fallback_support
very kind and helpful person,2,2,4,fallback_support
waited patiently for customer,1,1,4,fallback_support
delivery boy rude and unprofessional during delivery,0,0,3,behaviour
delivery boy late,0,0,0,delay
fake delivery attempt reported,0,0,4,fallback_support
they take extra money,0,0,4,fallback_support
carry on,1,1,4,fallback_support
packaging broken not satisfied,0,0,2,damage_lost
Super service No problem at all sir,2,0,4,fallback_support
please deliver product fastly,1,1,4,fallback_support
reliable courier service,2,2,4,fallback_support
delivery message should come after delivery,1,1,4,fallback_support
gift pack missing damaged product,1,0,2,damage_lost
not delivered product at all,0,0,4,fallback_support
inform who received card,1,1,4,fallback_support
khub j sari prakriya chhe,1,1,4,fallback_support
need time slot option for delivery,1,1,4,fallback_support
manager rude behaviour at office,0,0,3,behaviour
no improvement suggestion,1,1,4,fallback_support
parcel delivered to wrong flat careless behaviour,0,0,1,wrong_delivery
prepaid parcel not delivered at door cod delivered at door,1,0,4,fallback_support
delivery attempt failed due to missed call,1,1,0,delay
delivery person refused to deliver to first floor after complaint delivered standing on street,0,0,4,support
called for directions and delivered intact,1,1,4,support
so bad,0,0,4,fallback_support
no call when out for delivery,1,1,3,behaviour
delivery person cooperative and supportive,2,2,4,support
order delivery delayed by full day beyond schedule,1,0,0,delay
fake delivery remark,1,1,4,fallback_support
very good job very happy,2,2,4,fallback_support
return accepted,1,1,7,refund
delivery staff professional and polite,2,2,4,fallback_support
very good service delivery guy behaviour also very good,2,2,3,behaviour
delivery delay without prior info,1,0,0,delay
high quality product,1,1,4,fallback_support
dont know whom you delivered parcel,1,1,4,fallback_support
poor packaging bottle leaked,0,0,2,damage_lost
provide delivery service contact number,1,1,4,support
paperless fast banking but courier bad,1,0,4,fallback_support
wrong product delivered from your side,0,0,4,fallback_support
